5e-10,9.402517429670093e+24
7.732154362568957e-10,6.10876160750504e+24
1.0464308725137916e-09,4.774520538566132e+24
1.3196463087706872e-09,4.092984818452434e+24
1.5928617450275828e-09,3.618498759642743e+24
1.8660771812844784e-09,3.248670655878375e+24
2.1392926175413744e-09,2.9619103297725594e+24
2.41250805379827e-09,2.659188744512702e+24
2.6857234900551656e-09,2.3874067718606372e+24
2.9589389263120613e-09,2.1106426791015634e+24
3.232154362568957e-09,1.894924771873816e+24
3.505369798825853e-09,1.6752524724082105e+24
3.7785852350827485e-09,1.481046048880671e+24
4.051800671339644e-09,1.2893412965257104e+24
4.3250161075965406e-09,1.1224505680853104e+24
4.598231543853436e-09,9.622271173675154e+23
4.871446980110332e-09,8.248746552614582e+23
5.144662416367227e-09,6.963207939763861e+23
5.417877852624123e-09,6.061898993497597e+23
5.691093288881019e-09,5.3591632908485363e+23
5.964308725137914e-09,4.737893390963124e+23
6.237524161394811e-09,4.319679297334164e+23
6.510739597651706e-09,3.938380983288489e+23
6.783955033908602e-09,3.6464722232127595e+23
7.0571704701654975e-09,3.376199441111333e+23
7.330385906422393e-09,3.22374887814904e+23
7.603601342679289e-09,3.031135501567576e+23
7.876816778936184e-09,2.89426612471674e+23
8.15003221519308e-09,2.8500304385181168e+23
8.423247651449976e-09,2.7213387683753087e+23
