5e-10,4.4240435959288926e+24
9.545518218849221e-10,2.0075925957644001e+24
1.4091036437698443e-09,1.2973091412086725e+24
1.8636554656547665e-09,9.900387061121861e+23
2.3182072875396887e-09,8.210720543104416e+23
2.7727591094246105e-09,6.952491526447701e+23
3.2273109313095327e-09,6.137052891535819e+23
3.681862753194455e-09,5.417254814368952e+23
4.136414575079377e-09,4.683478834055991e+23
4.5909663969643e-09,4.221026320156903e+23
5.0455182188492215e-09,3.725953736847403e+23
5.500070040734144e-09,3.288946857031462e+23
5.954621862619066e-09,2.9641921616424332e+23
6.4091736845039885e-09,2.61653020467185e+23
6.86372550638891e-09,2.3581707642395146e+23
7.318277328273833e-09,2.081587392427325e+23
7.772829150158755e-09,1.8760488693258823e+23
8.227380972043676e-09,1.6908054751402076e+23
8.681932793928598e-09,1.5238532436478252e+23
9.13648461581352e-09,1.373386082738736e+23
9.591036437698442e-09,1.263782219326454e+23
1.0045588259583365e-08,1.1629253550471054e+23
1.0500140081468287e-08,1.0926008611173734e+23
1.0954691903353209e-08,1.0265290343300418e+23
1.140924372523813e-08,9.847160957933765e+22
1.1863795547123052e-08,9.446062964477151e+22
1.2318347369007976e-08,9.061302634337046e+22
1.2772899190892898e-08,8.874840061199467e+22
1.322745101277782e-08,9.061302634337046e+22
1.3682002834662741e-08,1.799632992675984e+23
