5e-10,7.405684692262442e+23
1.164607106784909e-09,2.742376573264941e+23
1.829214213569818e-09,1.6119733573881554e+23
2.4938213203547265e-09,1.1665131316981986e+23
3.1584284271396356e-09,9.047357242349276e+22
3.823035533924545e-09,7.876278611187031e+22
4.4876426407094536e-09,7.017038286703837e+22
5.152249747494363e-09,6.39764395574845e+22
5.816856854279272e-09,5.969249509970752e+22
6.48146396106418e-09,5.6997110943260755e+22
7.14607106784909e-09,5.44234354830025e+22
7.810678174633998e-09,5.196597302486208e+22
8.475285281418906e-09,4.961947603002898e+22
9.139892388203815e-09,4.629689226627259e+22
9.804499494988725e-09,4.420637972028548e+22
1.0469106601773633e-08,4.221026320156904e+22
1.1133713708558542e-08,4.0304280305680425e+22
1.1798320815343451e-08,3.848436109487441e+22
1.246292792212836e-08,3.674661940736688e+22
1.3127535028913269e-08,3.5087344559027003e+22
1.3792142135698178e-08,3.428601863556583e+22
1.4456749242483086e-08,3.2737850959485905e+22
1.5121356349267995e-08,3.1990182847750607e+22
1.5785963456052906e-08,3.1259590004822845e+22
1.6450570562837814e-08,3.0545682465154442e+22
1.7115177669622725e-08,2.9848079169243213e+22
1.7779784776407633e-08,2.916640776023707e+22
1.844439188319254e-08,2.850030438518117e+22
1.9108998989977452e-08,2.850030438518117e+22
1.977360609676236e-08,2.850030438518117e+22
