5e-10,2.1934973989050645e+25
7.537177465080979e-10,1.3818733056536279e+25
1.0074354930161958e-09,1.0155211276345692e+25
1.2611532395242935e-09,7.906664501349287e+24
1.5148709860323912e-09,6.522007154818503e+24
1.7685887325404891e-09,5.379838403443676e+24
2.022306479048587e-09,4.4376923484029554e+24
2.2760242255566846e-09,3.7316968377327556e+24
2.5297419720647825e-09,3.138018635689381e+24
2.7834597185728804e-09,2.638789104828929e+24
3.0371774650809783e-09,2.2189823414589742e+24
3.290895211589076e-09,1.8659629231817382e+24
3.5446129580971738e-09,1.5996073018614913e+24
3.798330704605272e-09,1.3712724343984008e+24
4.05204845111337e-09,1.1755310738783675e+24
4.3057661976214675e-09,1.0077306820944575e+24
4.5594839441295654e-09,8.80675781623917e+23
4.813201690637663e-09,7.696399902471151e+23
5.066919437145761e-09,6.856782936641766e+23
5.320637183653859e-09,6.227509249780967e+23
5.574354930161957e-09,5.655986461065025e+23
5.828072676670054e-09,5.1369145455506175e+23
6.081790423178152e-09,4.7561717068131766e+23
6.33550816968625e-09,4.4036491368702785e+23
6.589225916194348e-09,4.156512558225988e+23
6.842943662702446e-09,3.9232454970218203e+23
7.096661409210544e-09,3.7750532053243914e+23
7.350379155718642e-09,3.632458563668289e+23
7.604096902226738e-09,3.495250132675483e+23
7.857814648734837e-09,3.428601863556583e+23
