5e-10,7.75589832338897e+23
1.164607106784909e-09,3.0078825180431078e+23
1.829214213569818e-09,1.851648417912154e+23
2.4938213203547265e-09,1.3712724343984007e+23
3.1584284271396356e-09,1.1138398264826182e+23
3.823035533924545e-09,9.6966578931455e+22
4.4876426407094536e-09,8.441534596012959e+22
5.152249747494363e-09,7.5206292695924225e+22
5.816856854279272e-09,6.700187503509577e+22
6.48146396106418e-09,6.10876160750504e+22
7.14607106784909e-09,5.569540905800147e+22
7.810678174633998e-09,5.077917243205382e+22
8.475285281418906e-09,4.629689226627259e+22
9.139892388203815e-09,4.221026320156904e+22
9.804499494988725e-09,3.848436109487441e+22
1.0469106601773633e-08,3.5087344559027003e+22
1.1133713708558542e-08,3.1990182847750607e+22
1.1798320815343451e-08,2.916640776023707e+22
1.246292792212836e-08,3.0545682465154442e+22
1.3127535028913269e-08,2.4811260551377757e+22
1.3792142135698178e-08,2.3149866718511655e+22
1.4456749242483086e-08,2.210454629971019e+22
1.5121356349267995e-08,2.0624397525140885e+22
1.5785963456052906e-08,1.96931133790743e+22
1.6450570562837814e-08,1.8803880893409168e+22
1.7115177669622725e-08,1.7954801246878269e+22
1.7779784776407633e-08,1.7544748908334595e+22
1.844439188319254e-08,1.7144061358519756e+22
1.9108998989977452e-08,1.6752524724082104e+22
1.977360609676236e-08,1.636993001611702e+22
